-0.47708926,1
-0.4754607,1.1
-0.47345996,1.2
-0.4700023,1.3
-0.46429172,1.4
-0.45460102,1.5
-0.43815383,1.6
-0.3919798,1.7
-0.24439551,1.8
0.41943082,1.9
1.6049995,2
0.22631171,2.1
-0.22209725,2.2
-0.34042418,2.3
-0.37554747,2.3999999
-0.3862868,2.5
-0.38670132,2.6
-0.3762651,2.6999998
-0.35648683,2.8
-0.32472172,2.8999999
-0.25084445,3
-0.038793325,3.1
0.59402466,3.1999998
1.1438503,3.3
0.2990415,3.4
0.067639925,3.5
0.048025228,3.6000001
0.23638336,3.7
0.90332305,3.8000002
0.28618076,3.9
-0.18805319,4
-0.3011293,4.1
-0.3350552,4.2
-0.33960858,4.2999997
-0.31759587,4.3999996
-0.24753773,4.5
-0.1434728,4.6
-0.13738881,4.7
-0.17219342,4.7999997
-0.093957126,4.8999996
0.13930722,5
0.05589412,5.1
-0.103659235,5.2
-0.13063474,5.3
-0.09192736,5.4
0.032598834,5.5
0.32822308,5.6
0.36157817,5.7
0.13764232,5.8
0.12623644,5.9
0.21455644,6
-0.034335908,6.1000004
-0.14040142,6.2000003
-0.15162775,6.3
-0.099228956,6.4
0.007161766,6.5
-0.025406342,6.6
-0.010121075,6.7
0.21634404,6.7999997
0.11153801,6.9
-0.063166946,7
-0.083238855,7.1
-0.02829646,7.2
0.027390601,7.2999997
-0.029000996,7.4
-0.049905367,7.5
-0.083617635,7.6
-0.14460695,7.7000003
-0.15629475,7.8
-0.12618299,7.9
-0.06578561,8
-0.04036643,8.1
0.042609308,8.2
0.048600182,8.3
0.011600785,8.4
0.076116584,8.5
0.25527918,8.599999
0.24090974,8.7
0.17590317,8.8
0.12321998,8.9
-0.014242968,9
-0.069414884,9.1
-0.09087064,9.2
-0.09920888,9.3
-0.08918504,9.4
-0.0817848,9.5
-0.07244561,9.6
-0.022153305,9.7
0.042062286,9.8
0.009898618,9.900001
-0.001760825,10
-0.043073002,10.1
-0.04811209,10.2
-0.007478484,10.3
0.00831079,10.400001
0.03504913,10.5
0.000340764,10.6
-0.02055321,10.700001
-0.005183292,10.8
0.000574142,10.900001
-0.004432226,11
-0.011949765,11.1
-0.00514295,11.200001
0.015749857,11.3
0.031049568,11.4
0.048466265,11.5
0.040582906,11.599999
0.06713591,11.7
0.08305392,11.799999
0.04793779,11.9
0.003109494,12
-0.034259968,12.099999
-0.047742065,12.2
-0.04609677,12.3
-0.043226898,12.4
-0.04021536,12.5
-0.025505064,12.599999
-0.020837557,12.7
-0.02743244,12.8
-0.031718966,12.9
-0.024327066,13
-0.005558652,13.1
0.015199856,13.2
0.01416447,13.3
0.015456202,13.4
0.018616822,13.5
0.014269631,13.6
0.009469493,13.7
0.012003269,13.8
0.014940243,13.900001
0.01487794,14
0.016939236,14.1
0.023947772,14.2
0.020451639,14.3
0.009084887,14.400001
-0.005012445,14.5
-0.011471288,14.6
-0.013561653,14.700001
-0.012095981,14.8
-0.006179528,14.900001
-0.000847402,15
-0.00225037,15.1
-0.007604786,15.200001
-0.008343562,15.3
-0.006325047,15.4
-0.008569599,15.5
-0.0108181,15.599999
-0.013009912,15.7
-0.013563348,15.799999
-0.011881227,15.9
-0.007044188,16
0.000161045,16.1
0.006597658,16.2
0.013887124,16.300001
0.01454103,16.400002
0.011483335,16.5
0.009223563,16.6
0.009075323,16.7
0.009590162,16.800001
0.011711918,16.900002
0.011596318,17
0.007796533,17.1
0.003886023,17.2
0.001416448,17.3
-0.002615177,17.4
-0.007621943,17.5
-0.011216537,17.6
-0.012831219,17.7
-0.012753984,17.8
-0.010355303,17.9
-0.006597621,18
-0.003094026,18.099998
1.0679455e-05,18.199999
-0.000119164,18.3
-0.001423862,18.4
-0.001373271,18.5
-5.76E-05,18.6
0.001093791,18.7
0.002030958,18.800001
0.002166259,18.9
0.003088424,19
0.00356747,19.1
0.003618578,19.2
0.003564912,19.300001
0.003427824,19.4
0.003259347,19.5
0.003435526,19.6
0.004005417,19.699999
0.003969302,19.8
0.003602729,19.9
0.001448577,20
-0.000450095,20.1
-0.001849622,20.2
-0.003083193,20.300001
-0.003585531,20.400002
-0.004079015,20.5
-0.004523625,20.6
-0.00453986,20.7
-0.004281392,20.800001
-0.003702218,20.900002
-0.00293609,21
-0.001621397,21.1
-0.00048009,21.2
0.000728939,21.3
0.001634815,21.4
0.001992071,21.5
0.002159097,21.6
0.002446436,21.7
0.002617457,21.8
0.002661023,21.9
0.002390483,22
0.002057779,22.099998
